CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13758.0,11,7,3190.55,5,5,5,15,VIP Customer
13759.0,32,2,659.4100000000001,4,2,3,9,Potential Customer
13760.0,53,2,286.79,3,2,2,7,Potential Customer
13761.0,49,2,1070.65,3,2,4,9,Potential Customer
13762.0,218,1,306.72,1,1,2,4,Lost Customer
13763.0,62,1,1714.96,3,1,4,8,Potential Customer
13764.0,70,3,1519.42,3,3,4,10,Loyal Customer
13767.0,1,37,17220.36,5,5,5,15,VIP Customer
13769.0,1,10,2796.51,5,5,5,15,VIP Customer
13771.0,63,4,2634.45,3,4,5,12,Loyal Customer
13772.0,33,3,1122.63,3,3,4,10,Loyal Customer
13774.0,81,1,345.0,2,1,2,5,At Risk
13777.0,0,33,25977.16,5,5,5,15,VIP Customer
13778.0,102,1,178.7,2,1,1,4,Lost Customer
13780.0,6,2,360.01,5,2,2,9,Potential Customer
13781.0,250,1,127.84,1,1,1,3,Lost Customer
13782.0,12,6,908.86,5,5,3,13,VIP Customer
13784.0,9,11,2462.79,5,5,5,15,VIP Customer
13786.0,366,1,230.39999999999998,1,1,1,3,Lost Customer
13787.0,75,2,309.04,2,2,2,6,At Risk
13790.0,3,1,348.8,5,1,2,8,Potential Customer
13791.0,127,2,1516.0,2,2,4,8,Potential Customer
13792.0,65,2,195.55,3,2,1,6,At Risk
13798.0,0,57,37153.85,5,5,5,15,VIP Customer
13799.0,116,2,688.86,2,2,3,7,Potential Customer
13800.0,309,1,558.32,1,1,3,5,At Risk
13801.0,66,1,324.8,3,1,2,6,At Risk
13802.0,138,3,4599.42,2,3,5,10,Loyal Customer
13803.0,254,1,277.07,1,1,2,4,Lost Customer
13804.0,30,7,2588.39,4,5,5,14,VIP Customer
13805.0,51,2,924.6,3,2,3,8,Potential Customer
13806.0,63,1,256.38,3,1,2,6,At Risk
13807.0,366,1,112.6,1,1,1,3,Lost Customer
13808.0,5,5,1747.66,5,4,4,13,VIP Customer
13809.0,304,1,155.05,1,1,1,3,Lost Customer
13810.0,28,3,1499.01,4,3,4,11,Loyal Customer
13811.0,183,3,814.5,1,3,3,7,Potential Customer
13812.0,41,3,539.0,3,3,3,9,Potential Customer
13813.0,39,4,1366.8600000000001,3,4,4,11,Loyal Customer
13814.0,91,2,1579.12,2,2,4,8,Potential Customer
13815.0,21,4,4027.36,4,4,5,13,VIP Customer
13816.0,23,2,571.6700000000001,4,2,3,9,Potential Customer
13817.0,28,2,382.98,4,2,2,8,Potential Customer
13819.0,301,3,1140.35,1,3,4,8,Potential Customer
13821.0,144,2,385.64,2,2,2,6,At Risk
13822.0,5,2,632.0,5,2,3,10,Loyal Customer
13823.0,18,2,957.66,4,2,4,10,Loyal Customer
13824.0,32,5,1698.94,4,4,4,12,Loyal Customer
13826.0,175,1,189.5,2,1,1,4,Lost Customer
13827.0,57,3,409.8,3,3,2,8,Potential Customer
13828.0,21,1,209.49,4,1,1,6,At Risk
13831.0,15,6,2198.45,4,5,5,14,VIP Customer
13832.0,18,1,52.199999999999996,4,1,1,6,At Risk
13833.0,158,1,383.85,2,1,2,5,At Risk
13835.0,24,4,834.57,4,4,3,11,Loyal Customer
13837.0,211,2,266.59000000000003,1,2,2,5,At Risk
13838.0,5,4,674.82,5,4,3,12,Loyal Customer
13841.0,252,1,85.0,1,1,1,3,Lost Customer
13842.0,58,9,3385.62,3,5,5,13,VIP Customer
13844.0,10,1,361.62,5,1,2,8,Potential Customer
13845.0,64,1,312.98,3,1,2,6,At Risk
13846.0,24,3,865.0600000000001,4,3,3,10,Loyal Customer
13848.0,91,3,1255.0,2,3,4,9,Potential Customer
13849.0,51,2,1537.95,3,2,4,9,Potential Customer
13850.0,128,1,1595.48,2,1,4,7,Potential Customer
13851.0,95,3,2651.46,2,3,5,10,Loyal Customer
13853.0,56,1,1090.14,3,1,4,8,Potential Customer
13854.0,8,25,8109.5199999999995,5,5,5,15,VIP Customer
13856.0,168,3,388.5,2,3,2,7,Potential Customer
13858.0,56,1,216.17,3,1,1,5,At Risk
13859.0,325,1,201.16,1,1,1,3,Lost Customer
13860.0,0,5,1245.9,5,4,4,13,VIP Customer
13862.0,17,8,2209.36,4,5,5,14,VIP Customer
13863.0,247,1,305.78,1,1,2,4,Lost Customer
13865.0,57,4,501.56,3,4,3,10,Loyal Customer
13866.0,73,1,145.67000000000002,2,1,1,4,Lost Customer
13867.0,30,3,1005.09,4,3,4,11,Loyal Customer
13868.0,6,2,3192.54,5,2,5,12,Loyal Customer
13869.0,122,4,3083.65,2,4,5,11,Loyal Customer
13870.0,1,8,2770.94,5,5,5,15,VIP Customer
13871.0,22,13,6403.25,4,5,5,14,VIP Customer
13873.0,119,3,389.6,2,3,2,7,Potential Customer
13874.0,357,1,540.45,1,1,3,5,At Risk
13875.0,53,5,1786.79,3,4,4,11,Loyal Customer
13876.0,63,1,122.7,3,1,1,5,At Risk
13877.0,85,1,117.24,2,1,1,4,Lost Customer
13878.0,54,1,1271.57,3,1,4,8,Potential Customer
13880.0,20,13,3219.77,4,5,5,14,VIP Customer
13881.0,3,20,17159.52,5,5,5,15,VIP Customer
13882.0,2,5,1191.13,5,4,4,13,VIP Customer
13883.0,10,5,2674.48,5,4,5,14,VIP Customer
13884.0,6,5,787.6,5,4,3,12,Loyal Customer
13885.0,188,2,506.8,1,2,3,6,At Risk
13886.0,70,1,243.56,3,1,1,5,At Risk
13887.0,203,1,349.55,1,1,2,4,Lost Customer
13888.0,119,2,595.67,2,2,3,7,Potential Customer
13889.0,92,1,416.90000000000003,2,1,2,5,At Risk
13890.0,0,10,1883.8100000000002,5,5,4,14,VIP Customer
13892.0,26,4,632.97,4,4,3,11,Loyal Customer
13893.0,297,1,821.1,1,1,3,5,At Risk
13894.0,23,3,564.62,4,3,3,10,Loyal Customer
13895.0,27,4,2593.07,4,4,5,13,VIP Customer
13897.0,49,1,311.16,3,1,2,6,At Risk
13898.0,325,1,155.93,1,1,1,3,Lost Customer
13899.0,15,2,388.52,4,2,2,8,Potential Customer
13900.0,182,3,740.95,1,3,3,7,Potential Customer
13901.0,71,5,2867.2,3,4,5,12,Loyal Customer
13904.0,36,2,332.64,3,2,2,7,Potential Customer
13908.0,79,4,2369.55,2,4,5,11,Loyal Customer
13911.0,56,9,2580.91,3,5,5,13,VIP Customer
13914.0,11,2,626.45,5,2,3,10,Loyal Customer
13917.0,49,2,272.04,3,2,2,7,Potential Customer
13918.0,49,2,1212.8400000000001,3,2,4,9,Potential Customer
13919.0,58,2,384.81,3,2,2,7,Potential Customer
13922.0,351,1,172.25,1,1,1,3,Lost Customer
13923.0,53,1,351.13,3,1,2,6,At Risk
13924.0,1,6,1838.8500000000001,5,5,4,14,VIP Customer
13925.0,92,4,678.25,2,4,3,9,Potential Customer
13926.0,22,1,223.85000000000002,4,1,1,6,At Risk
13927.0,74,1,348.99,2,1,2,5,At Risk
13928.0,10,4,464.57,5,4,2,11,Loyal Customer
13929.0,168,2,842.65,2,2,3,7,Potential Customer
13930.0,57,2,337.34,3,2,2,7,Potential Customer
13931.0,95,2,1237.53,2,2,4,8,Potential Customer
13932.0,294,1,307.4,1,1,2,4,Lost Customer
13933.0,108,2,608.7900000000001,2,2,3,7,Potential Customer
13934.0,263,1,922.1,1,1,3,5,At Risk
13936.0,179,1,376.58,1,1,2,4,Lost Customer
13937.0,168,1,158.85,2,1,1,4,Lost Customer
13938.0,34,1,71.66,3,1,1,5,At Risk
13939.0,22,3,568.55,4,3,3,10,Loyal Customer
13940.0,16,4,839.14,4,4,3,11,Loyal Customer
13941.0,21,5,5112.96,4,4,5,13,VIP Customer
13946.0,78,3,561.5699999999999,2,3,3,8,Potential Customer
13947.0,64,1,90.6,3,1,1,5,At Risk
13948.0,360,1,102.0,1,1,1,3,Lost Customer
13949.0,2,6,2427.32,5,5,5,15,VIP Customer
13950.0,10,4,745.06,5,4,3,12,Loyal Customer
13951.0,175,3,674.45,2,3,3,8,Potential Customer
13952.0,217,2,3251.071,1,2,5,8,Potential Customer
13953.0,6,7,3515.68,5,5,5,15,VIP Customer
13954.0,1,2,439.92,5,3,2,10,Loyal Customer
13955.0,153,2,322.96,2,3,2,7,Potential Customer
13956.0,4,5,1019.27,5,4,4,13,VIP Customer
13959.0,78,3,594.04,2,3,3,8,Potential Customer
13960.0,20,2,230.22,4,3,1,8,Potential Customer
13962.0,21,2,169.55,4,3,1,8,Potential Customer
13963.0,307,4,664.54,1,4,3,8,Potential Customer
13967.0,145,1,80.7,2,1,1,4,Lost Customer
13969.0,6,18,9024.17,5,5,5,15,VIP Customer
13971.0,18,8,2758.26,4,5,5,14,VIP Customer
13972.0,70,2,190.25,3,3,1,7,Potential Customer
13973.0,286,1,264.7,1,1,2,4,Lost Customer
13974.0,48,1,413.59000000000003,3,1,2,6,At Risk
13975.0,30,6,2461.2400000000002,4,5,5,14,VIP Customer
13976.0,206,1,357.98,1,1,2,4,Lost Customer
13978.0,14,2,196.79000000000002,4,3,1,8,Potential Customer
13979.0,72,1,869.87,2,1,3,6,At Risk
13980.0,59,1,200.14,3,1,1,5,At Risk
13982.0,38,4,1871.81,3,4,4,11,Loyal Customer
13983.0,29,12,2603.43,4,5,5,14,VIP Customer
13984.0,26,5,920.51,4,4,3,11,Loyal Customer
13985.0,3,15,7060.13,5,5,5,15,VIP Customer
13986.0,16,1,320.46,4,1,2,7,Potential Customer
13988.0,19,6,4147.96,4,5,5,14,VIP Customer
13989.0,65,2,1266.08,3,3,4,10,Loyal Customer
13990.0,212,1,311.3,1,1,2,4,Lost Customer
13991.0,11,6,852.88,5,5,3,13,VIP Customer
13992.0,29,1,76.8,4,1,1,6,At Risk
13993.0,42,9,3466.36,3,5,5,13,VIP Customer
13994.0,3,6,2274.14,5,5,5,15,VIP Customer
13995.0,14,5,1393.69,4,4,4,12,Loyal Customer
13999.0,9,12,3901.81,5,5,5,15,VIP Customer
14000.0,210,1,635.66,1,1,3,5,At Risk
14001.0,45,3,2043.0800000000002,3,3,4,10,Loyal Customer
14002.0,133,2,529.73,2,3,3,8,Potential Customer
14004.0,42,7,4582.64,3,5,5,13,VIP Customer
14005.0,9,5,2874.72,5,4,5,14,VIP Customer
14006.0,115,3,962.19,2,3,4,9,Potential Customer
14009.0,197,2,695.61,1,3,3,7,Potential Customer
14012.0,277,1,328.8,1,1,2,4,Lost Customer
14013.0,109,3,473.02,2,3,2,7,Potential Customer
14014.0,76,1,505.18,2,1,3,6,At Risk
14015.0,52,1,917.34,3,1,3,7,Potential Customer
14016.0,161,4,4341.21,2,4,5,11,Loyal Customer
14019.0,46,3,1421.61,3,3,4,10,Loyal Customer
14020.0,16,2,642.8,4,3,3,10,Loyal Customer
14021.0,154,3,631.9,2,3,3,8,Potential Customer
14022.0,224,1,440.0,1,1,2,4,Lost Customer
14023.0,6,2,584.07,5,3,3,11,Loyal Customer
14024.0,121,2,327.7,2,3,2,7,Potential Customer
14027.0,60,1,104.82,3,1,1,5,At Risk
14029.0,62,2,467.66,3,3,2,8,Potential Customer
14030.0,17,8,2358.84,4,5,5,14,VIP Customer
14031.0,6,19,17286.86,5,5,5,15,VIP Customer
14032.0,1,11,2975.59,5,5,5,15,VIP Customer
14034.0,21,3,648.89,4,3,3,10,Loyal Customer
14035.0,28,5,1428.02,4,4,4,12,Loyal Customer
14036.0,284,1,626.65,1,1,3,5,At Risk
14037.0,175,2,147.20000000000002,2,3,1,6,At Risk
14038.0,77,3,1560.38,2,3,4,9,Potential Customer
14039.0,32,1,152.2,4,1,1,6,At Risk
14040.0,40,12,3560.32,3,5,5,13,VIP Customer
14041.0,265,1,141.41,1,1,1,3,Lost Customer
14044.0,26,4,646.42,4,4,3,11,Loyal Customer
14045.0,108,4,1659.75,2,4,4,10,Loyal Customer
14046.0,283,1,154.99,1,1,1,3,Lost Customer
14047.0,8,5,1308.6100000000001,5,4,4,13,VIP Customer
14048.0,304,1,409.93,1,1,2,4,Lost Customer
14049.0,16,4,5578.72,4,4,5,13,VIP Customer
14050.0,31,2,746.36,4,3,3,10,Loyal Customer
14051.0,0,23,15610.390000000001,5,5,5,15,VIP Customer
14052.0,19,1,225.36,4,1,1,6,At Risk
14053.0,123,2,260.25,2,3,2,7,Potential Customer
14054.0,64,1,92.46,3,1,1,5,At Risk
14055.0,105,1,725.6400000000001,2,1,3,6,At Risk
14056.0,0,23,8152.71,5,5,5,15,VIP Customer
14057.0,23,17,6211.66,4,5,5,14,VIP Customer
14059.0,266,1,183.6,1,1,1,3,Lost Customer
14060.0,4,19,6140.42,5,5,5,15,VIP Customer
14062.0,9,12,10464.85,5,5,5,15,VIP Customer
14064.0,28,5,1334.34,4,4,4,12,Loyal Customer
14066.0,266,1,152.55,1,1,1,3,Lost Customer
14067.0,63,2,374.7,3,3,2,8,Potential Customer
14068.0,319,1,265.85,1,1,2,4,Lost Customer
14071.0,3,8,1437.57,5,5,4,14,VIP Customer
14073.0,31,1,151.04,4,1,1,6,At Risk
14075.0,4,3,942.26,5,3,4,12,Loyal Customer
14076.0,128,1,118.67,2,1,1,4,Lost Customer
14077.0,40,5,499.41999999999996,3,4,3,10,Loyal Customer
14078.0,101,6,1049.37,2,5,4,11,Loyal Customer
14079.0,124,1,375.1,2,1,2,5,At Risk
14080.0,32,1,45.599999999999994,4,1,1,6,At Risk
14081.0,301,2,921.62,1,3,3,7,Potential Customer
14082.0,364,1,182.25,1,1,1,3,Lost Customer
14083.0,3,9,1002.9,5,5,4,14,VIP Customer
14085.0,1,18,4421.29,5,5,5,15,VIP Customer
14087.0,2,1,191.47,5,1,1,7,Potential Customer
14088.0,9,13,50491.81,5,5,5,15,VIP Customer
14089.0,56,1,158.75,3,1,1,5,At Risk
14090.0,324,1,76.32000000000001,1,1,1,3,Lost Customer
14092.0,7,14,4076.91,5,5,5,15,VIP Customer
14093.0,11,1,433.86,5,1,2,8,Potential Customer
14096.0,3,17,65164.79,5,5,5,15,VIP Customer
14098.0,36,1,147.35,3,1,1,5,At Risk
14099.0,15,11,3104.17,4,5,5,14,VIP Customer
14100.0,137,1,191.95000000000002,2,1,1,4,Lost Customer
14101.0,73,6,5976.79,2,5,5,12,Loyal Customer
14102.0,4,5,1105.8799999999999,5,4,4,13,VIP Customer
14104.0,154,2,216.20999999999998,2,3,1,6,At Risk
14105.0,238,1,1266.23,1,1,4,6,At Risk
14107.0,51,7,2703.23,3,5,5,13,VIP Customer
14108.0,30,2,597.91,4,3,3,10,Loyal Customer
14109.0,72,1,144.2,2,1,1,4,Lost Customer
14110.0,3,12,5683.15,5,5,5,15,VIP Customer
14111.0,13,4,692.85,4,4,3,11,Loyal Customer
14112.0,22,7,2915.15,4,5,5,14,VIP Customer
14113.0,3,4,1840.42,5,4,4,13,VIP Customer
14114.0,273,2,386.53,1,3,2,6,At Risk
14116.0,19,5,1382.74,4,4,4,12,Loyal Customer
14117.0,143,1,90.0,2,1,1,4,Lost Customer
14121.0,3,4,2780.15,5,4,5,14,VIP Customer
14124.0,83,1,419.58000000000004,2,1,2,5,At Risk
14125.0,10,3,2720.63,5,3,5,13,VIP Customer
14126.0,7,3,706.1300000000001,5,3,3,11,Loyal Customer
14127.0,122,3,709.71,2,3,3,8,Potential Customer
14128.0,60,2,637.5,3,3,3,9,Potential Customer
14129.0,1,5,1123.8600000000001,5,4,4,13,VIP Customer
14130.0,318,1,480.91,1,1,2,4,Lost Customer
14132.0,1,11,3586.0299999999997,5,5,5,15,VIP Customer
14133.0,129,3,605.64,2,3,3,8,Potential Customer
14135.0,1,15,4690.31,5,5,5,15,VIP Customer
14138.0,1,2,965.8800000000001,5,3,4,12,Loyal Customer
14139.0,45,1,415.82,3,1,2,6,At Risk
14140.0,3,2,935.05,5,3,4,12,Loyal Customer
14141.0,2,4,915.13,5,4,3,12,Loyal Customer
14142.0,372,1,311.81,1,1,2,4,Lost Customer
14143.0,133,1,115.8,2,1,1,4,Lost Customer
14145.0,46,4,3742.2,3,4,5,12,Loyal Customer
14146.0,8,5,4191.0,5,4,5,14,VIP Customer
14147.0,77,2,483.4,2,3,2,7,Potential Customer
14148.0,233,1,157.2,1,1,1,3,Lost Customer
14149.0,220,1,446.62,1,1,2,4,Lost Customer
14150.0,35,2,658.64,3,3,3,9,Potential Customer
14152.0,74,2,621.29,2,3,3,8,Potential Customer
14154.0,238,2,1345.62,1,3,4,8,Potential Customer
14155.0,265,1,118.75,1,1,1,3,Lost Customer
14156.0,9,55,117210.08,5,5,5,15,VIP Customer
14157.0,19,2,424.89000000000004,4,3,2,9,Potential Customer
14158.0,39,1,507.66,3,1,3,7,Potential Customer
14159.0,19,11,4630.35,4,5,5,14,VIP Customer
14161.0,215,3,1097.6200000000001,1,3,4,8,Potential Customer
14162.0,173,2,289.36,2,3,2,7,Potential Customer
14163.0,86,4,2445.91,2,4,5,11,Loyal Customer
14164.0,70,2,1631.77,3,3,4,10,Loyal Customer
14165.0,275,1,120.44,1,1,1,3,Lost Customer
14167.0,38,4,562.59,3,4,3,10,Loyal Customer
14171.0,97,1,363.79,2,1,2,5,At Risk
14173.0,10,4,450.84,5,4,2,11,Loyal Customer
14174.0,32,1,134.46,4,1,1,6,At Risk
14175.0,59,3,3222.3,3,3,5,11,Loyal Customer
14176.0,296,4,576.9000000000001,1,4,3,8,Potential Customer
14177.0,85,4,549.46,2,4,3,9,Potential Customer
14178.0,8,7,1600.26,5,5,4,14,VIP Customer
14179.0,40,2,701.57,3,3,3,9,Potential Customer
14180.0,10,25,4748.52,5,5,5,15,VIP Customer
14184.0,66,1,452.89,3,1,2,6,At Risk
14185.0,330,1,197.65,1,1,1,3,Lost Customer
14188.0,30,6,2054.36,4,5,4,13,VIP Customer
14189.0,1,15,4654.08,5,5,5,15,VIP Customer
14191.0,1,13,4684.76,5,5,5,15,VIP Customer
14193.0,67,2,853.39,3,3,3,9,Potential Customer
14194.0,4,21,11349.52,5,5,5,15,VIP Customer
14195.0,201,2,1012.0,1,3,4,8,Potential Customer
14196.0,106,1,335.52,2,1,2,5,At Risk
14198.0,17,4,701.4,4,4,3,11,Loyal Customer
14199.0,217,1,185.39999999999998,1,1,1,3,Lost Customer
14201.0,59,7,747.44,3,5,3,11,Loyal Customer
14204.0,1,1,150.61,5,1,1,7,Potential Customer
14205.0,16,2,466.7,4,3,2,9,Potential Customer
14206.0,238,1,328.15999999999997,1,1,2,4,Lost Customer
14208.0,94,1,151.74,2,1,1,4,Lost Customer
14209.0,10,6,2073.43,5,5,5,15,VIP Customer
14210.0,105,6,1905.8400000000001,2,5,4,11,Loyal Customer
14211.0,52,9,2241.1,3,5,5,13,VIP Customer
14212.0,89,1,1070.48,2,1,4,7,Potential Customer
14214.0,30,5,1004.38,4,4,4,12,Loyal Customer
14215.0,11,6,1789.72,5,5,4,14,VIP Customer
14216.0,2,4,1839.3,5,4,4,13,VIP Customer
14217.0,1,17,2004.98,5,5,4,14,VIP Customer
14218.0,42,1,169.48000000000002,3,1,1,5,At Risk
14219.0,3,1,89.94,5,1,1,7,Potential Customer
14220.0,246,2,632.4,1,3,3,7,Potential Customer
14221.0,41,9,3432.8,3,5,5,13,VIP Customer
14222.0,176,1,683.17,2,1,3,6,At Risk
14223.0,91,3,991.13,2,3,4,9,Potential Customer
14224.0,109,4,1009.73,2,4,4,10,Loyal Customer
14226.0,28,5,2214.79,4,4,5,13,VIP Customer
14227.0,25,10,3350.96,4,5,5,14,VIP Customer
14229.0,51,3,1547.2,3,3,4,10,Loyal Customer
14231.0,183,3,925.71,1,3,3,7,Potential Customer
14232.0,42,5,2048.07,3,4,4,11,Loyal Customer
14233.0,48,4,1462.72,3,4,4,11,Loyal Customer
14234.0,21,4,754.12,4,4,3,11,Loyal Customer
14235.0,74,5,3144.86,2,4,5,11,Loyal Customer
14236.0,80,2,490.86,2,3,3,8,Potential Customer
14237.0,372,1,161.0,1,1,1,3,Lost Customer
14238.0,325,1,146.85,1,1,1,3,Lost Customer
14239.0,42,11,2380.85,3,5,5,13,VIP Customer
14240.0,29,2,890.34,4,3,3,10,Loyal Customer
14241.0,183,1,213.70000000000002,1,1,1,3,Lost Customer
14242.0,234,2,280.55,1,3,2,6,At Risk
14243.0,8,10,2588.77,5,5,5,15,VIP Customer
14245.0,219,2,1693.45,1,3,4,8,Potential Customer
14246.0,110,3,1474.06,2,3,4,9,Potential Customer
14247.0,277,1,136.76999999999998,1,1,1,3,Lost Customer
14248.0,317,1,302.58,1,1,2,4,Lost Customer
14250.0,6,3,1904.05,5,3,4,12,Loyal Customer
14251.0,1,5,2879.7000000000003,5,4,5,14,VIP Customer
14256.0,259,2,969.0600000000001,1,3,4,8,Potential Customer
14257.0,63,5,3099.7200000000003,3,4,5,12,Loyal Customer
14258.0,8,9,12669.98,5,5,5,15,VIP Customer
14259.0,141,1,120.0,2,1,1,4,Lost Customer
14261.0,50,2,1163.45,3,3,4,10,Loyal Customer
14262.0,7,8,2618.23,5,5,5,15,VIP Customer
14264.0,154,2,333.97,2,3,2,7,Potential Customer
14265.0,108,2,530.18,2,3,3,8,Potential Customer
14267.0,162,3,1516.24,2,3,4,9,Potential Customer
14270.0,331,1,492.65000000000003,1,1,3,5,At Risk
14271.0,225,1,112.32,1,1,1,3,Lost Customer
14272.0,73,2,437.96,2,3,2,7,Potential Customer
14273.0,50,4,559.97,3,4,3,10,Loyal Customer
14276.0,98,3,1119.74,2,3,4,9,Potential Customer
14277.0,14,3,4188.0,4,3,5,12,Loyal Customer
14280.0,196,1,134.04,1,1,1,3,Lost Customer
14282.0,2,15,3701.44,5,5,5,15,VIP Customer
14284.0,30,2,595.25,4,3,3,10,Loyal Customer
14285.0,20,4,1910.01,4,4,4,12,Loyal Customer
14286.0,23,3,4628.75,4,3,5,12,Loyal Customer
14287.0,7,3,176.63,5,3,1,9,Potential Customer
14288.0,212,1,426.6,1,1,2,4,Lost Customer
14289.0,8,6,911.26,5,5,3,13,VIP Customer
14290.0,10,5,2314.65,5,4,5,14,VIP Customer
14291.0,1,11,3883.25,5,5,5,15,VIP Customer
14292.0,7,9,4871.93,5,5,5,15,VIP Customer
14293.0,2,4,1046.56,5,4,4,13,VIP Customer
14295.0,39,1,166.20000000000002,3,1,1,5,At Risk
14297.0,17,4,1305.33,4,4,4,12,Loyal Customer
14298.0,7,44,51527.3,5,5,5,15,VIP Customer
14299.0,7,9,3965.62,5,5,5,15,VIP Customer
14300.0,18,1,43.2,4,1,1,6,At Risk
14301.0,116,1,640.14,2,1,3,6,At Risk
14304.0,222,1,383.45,1,1,2,4,Lost Customer
14305.0,70,3,1858.96,3,3,4,10,Loyal Customer
14306.0,50,2,2093.32,3,3,5,11,Loyal Customer
14307.0,88,6,2995.72,2,5,5,12,Loyal Customer
14309.0,7,9,2352.53,5,5,5,15,VIP Customer
14311.0,242,1,310.26,1,1,2,4,Lost Customer
14312.0,46,6,1611.59,3,5,4,12,Loyal Customer
14314.0,106,1,120.0,2,1,1,4,Lost Customer
14315.0,44,6,2481.13,3,5,5,13,VIP Customer
14317.0,64,1,508.58000000000004,3,1,3,7,Potential Customer
14320.0,206,2,477.79,1,3,2,6,At Risk
14321.0,10,5,1530.75,5,4,4,13,VIP Customer
14323.0,114,2,605.0600000000001,2,3,3,8,Potential Customer
14326.0,241,1,183.85,1,1,1,3,Lost Customer
14327.0,162,1,311.65,2,1,2,5,At Risk
14329.0,16,7,4975.24,4,5,5,14,VIP Customer
14331.0,123,2,462.65999999999997,2,3,2,7,Potential Customer
14332.0,22,3,840.21,4,3,3,10,Loyal Customer
14333.0,67,1,415.2,3,1,2,6,At Risk
14334.0,16,8,2552.21,4,5,5,14,VIP Customer
14335.0,15,2,454.86,4,3,2,9,Potential Customer
14336.0,16,4,1614.91,4,4,4,12,Loyal Customer
14338.0,160,2,588.22,2,3,3,8,Potential Customer
14339.0,242,1,309.52,1,1,2,4,Lost Customer
14340.0,218,1,134.7,1,1,1,3,Lost Customer
14341.0,44,8,2166.98,3,5,5,13,VIP Customer
14342.0,20,4,668.5600000000001,4,4,3,11,Loyal Customer
14344.0,126,8,889.9300000000001,2,5,3,10,Loyal Customer
14345.0,38,1,108.97999999999999,3,1,1,5,At Risk
14346.0,120,2,1021.58,2,3,4,9,Potential Customer
14348.0,259,1,409.57,1,1,2,4,Lost Customer
14349.0,9,1,133.5,5,1,1,7,Potential Customer
14350.0,273,1,282.93,1,1,2,4,Lost Customer
14351.0,164,1,51.0,2,1,1,4,Lost Customer
14352.0,156,4,1078.96,2,4,4,10,Loyal Customer
14353.0,214,1,90.6,1,1,1,3,Lost Customer
14354.0,5,2,163.62,5,3,1,9,Potential Customer
14355.0,365,1,174.4,1,1,1,3,Lost Customer
14356.0,79,2,701.23,2,3,3,8,Potential Customer
14357.0,42,1,225.12,3,1,1,5,At Risk
14359.0,18,3,912.18,4,3,3,10,Loyal Customer
14360.0,31,4,2118.03,4,4,5,13,VIP Customer
14362.0,21,1,151.5,4,1,1,6,At Risk
14364.0,108,8,3717.35,2,5,5,12,Loyal Customer
14367.0,7,16,9227.82,5,5,5,15,VIP Customer
14368.0,319,1,155.0,1,1,1,3,Lost Customer
14371.0,294,1,100.5,1,1,1,3,Lost Customer
14373.0,357,1,76.55,1,1,1,3,Lost Customer
14375.0,184,1,235.56,1,1,1,3,Lost Customer
14377.0,190,2,617.05,1,3,3,7,Potential Customer
14379.0,43,2,348.1,3,3,2,8,Potential Customer
14381.0,51,1,202.68,3,1,1,5,At Risk
14382.0,25,1,615.49,4,1,3,8,Potential Customer
14383.0,37,3,1247.69,3,3,4,10,Loyal Customer
14385.0,8,3,202.11,5,3,1,9,Potential Customer
14386.0,296,1,142.4,1,1,1,3,Lost Customer
14387.0,32,3,1727.6,4,3,4,11,Loyal Customer
14388.0,9,8,3212.84,5,5,5,15,VIP Customer
14389.0,64,2,1043.46,3,3,4,10,Loyal Customer
14390.0,9,9,4642.57,5,5,5,15,VIP Customer
14393.0,217,1,67.95,1,1,1,3,Lost Customer
14395.0,1,9,3479.91,5,5,5,15,VIP Customer
14396.0,64,2,487.99,3,3,3,9,Potential Customer
14397.0,2,19,2612.96,5,5,5,15,VIP Customer
14400.0,148,1,574.7,2,1,3,6,At Risk
14401.0,3,13,4051.48,5,5,5,15,VIP Customer
14403.0,129,4,1475.81,2,4,4,10,Loyal Customer
14404.0,33,6,1449.32,3,5,4,12,Loyal Customer
14406.0,118,1,156.75,2,1,1,4,Lost Customer
14407.0,106,6,2157.73,2,5,5,12,Loyal Customer
14408.0,10,7,2599.03,5,5,5,15,VIP Customer
14409.0,70,6,2059.4500000000003,3,5,5,13,VIP Customer
14410.0,91,9,1100.27,2,5,4,11,Loyal Customer
14411.0,310,1,1063.0,1,1,4,6,At Risk
14412.0,42,2,770.03,3,3,3,9,Potential Customer
14413.0,361,1,121.05,1,1,1,3,Lost Customer
14414.0,91,7,1496.98,2,5,4,11,Loyal Customer
14415.0,0,13,5855.57,5,5,5,15,VIP Customer
14416.0,21,2,490.22,4,3,3,10,Loyal Customer
14418.0,3,3,1937.25,5,3,4,12,Loyal Customer
14419.0,10,6,1051.79,5,5,4,14,VIP Customer
14420.0,98,1,387.52,2,1,2,5,At Risk
14421.0,56,2,813.11,3,3,3,9,Potential Customer
14422.0,0,6,4263.64,5,5,5,15,VIP Customer
14423.0,217,1,265.2,1,1,2,4,Lost Customer
14424.0,17,1,322.08,4,1,2,7,Potential Customer
14426.0,23,10,4481.67,4,5,5,14,VIP Customer
14427.0,49,2,363.34000000000003,3,3,2,8,Potential Customer
14428.0,6,5,1224.06,5,4,4,13,VIP Customer
14431.0,302,1,470.36,1,1,2,4,Lost Customer
14432.0,9,6,2248.5,5,5,5,15,VIP Customer
14434.0,21,6,1372.8,4,5,4,13,VIP Customer
